timestamp,classlabel,x0,y0,w0,x1,y1,w1,x2,y2,w2,x3,y3,w3,x4,y4,w4,x5,y5,w5,x6,y6,w6,x7,y7,w7,x8,y8,w8,x9,y9,w9,x10,y10,w10,x11,y11,w11
20121120-070017728,Mouse,382.0,211.0,5.92999,254.0,232.0,6.20999,117.0,602.0,11.62,129.0,310.0,6.50999,530.0,218.0,7.23,353.0,820.0,10.09,440.0,853.0,13.42,-1,-1,-1,-1,-1,-1,652.0,786.0,23.48,-1,-1,-1,-1,-1,-1
20121120-070018766,Mouse,537.0,235.0,7.35999,138.0,324.0,6.39999,385.0,226.0,6.14999,260.0,247.0,6.35999,125.0,612.0,11.95,661.0,800.0,22.67,446.0,868.0,12.85,359.0,830.0,9.34,615.0,851.0,7.03,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070019861,Mouse,343.0,200.0,6.23999,189.0,250.0,6.25999,462.0,235.0,6.14,621.0,298.0,7.10999,89.0,535.0,12.22,524.0,903.0,25.32,286.0,835.0,19.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070020828,Mouse,632.0,293.0,6.37999,492.0,242.0,6.18999,124.0,545.0,14.54,372.0,205.0,5.98,396.0,851.0,10.1,225.0,252.0,5.79999,-1,-1,-1,308.0,801.0,18.43,577.0,899.0,16.93,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070021744,Mouse,129.0,547.0,14.54,481.0,227.0,6.32999,618.0,276.0,6.00999,357.0,196.0,5.00999,209.0,252.0,6.31999,300.0,790.0,16.3,399.0,843.0,15.6,575.0,914.0,12.6,599.0,791.0,8.93999,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070022545,Mouse,662.0,276.0,7.04999,114.0,466.0,13.58,263.0,175.0,6.07999,406.0,154.0,6.37,523.0,211.0,6.51999,534.0,856.0,15.09,282.0,761.0,18.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070023533,Mouse,518.0,236.0,5.70999,652.0,302.0,6.95999,398.0,181.0,6.48,102.0,506.0,13.78,312.0,819.0,14.32,247.0,207.0,5.48,525.0,901.0,18.14,237.0,762.0,11.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070024462,Mouse,645.0,293.0,7.09999,225.0,231.0,6.23,385.0,188.0,5.71999,113.0,536.0,14.06,503.0,230.0,6.45,306.0,808.0,20.68,561.0,899.0,18.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070025245,Mouse,482.0,213.0,6.35999,618.0,272.0,5.60999,203.0,247.0,5.81,124.0,558.0,13.92,357.0,188.0,5.53999,300.0,787.0,14.75,592.0,884.0,16.02,396.0,843.0,15.46,646.0,827.0,7.48,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070025946,Mouse,464.0,251.0,6.2,187.0,616.0,7.25,345.0,260.0,6.87999,135.0,364.0,6.46999,231.0,271.0,6.17999,533.0,865.0,21.69,686.0,740.0,17.2,421.0,830.0,9.53999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070026731,Mouse,246.0,573.0,8.04999,552.0,233.0,6.73,296.0,207.0,6.12999,172.0,294.0,6.32999,422.0,211.0,6.12,371.0,798.0,11.32,657.0,759.0,17.37,464.0,842.0,12.28,617.0,888.0,13.77,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070027500,Mouse,250.0,621.0,7.7,367.0,259.0,6.29999,627.0,338.0,6.59,488.0,293.0,6.10999,223.0,325.0,5.62,333.0,875.0,11.26,590.0,938.0,21.02,394.0,913.0,9.73999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070028195,Mouse,238.0,479.0,7.78999,636.0,218.0,6.18999,228.0,179.0,5.84999,497.0,169.0,6.20999,380.0,123.0,6.0,564.0,812.0,20.08,335.0,748.0,15.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070028912,Mouse,94.0,499.0,7.64,510.0,241.0,6.43999,364.0,192.0,6.48,247.0,147.0,5.71999,99.0,196.0,6.17,435.0,845.0,24.04,-1,-1,-1,220.0,783.0,20.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070029595,Mouse,197.0,555.0,7.89999,642.0,329.0,6.48999,235.0,253.0,6.03999,392.0,214.0,6.31999,508.0,271.0,6.09999,540.0,932.0,20.31,312.0,844.0,16.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070030217,Mouse,640.0,291.0,6.34999,545.0,195.0,6.20999,169.0,417.0,8.53,427.0,117.0,6.39,308.0,113.0,6.64999,260.0,734.0,15.16,499.0,828.0,17.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070030929,Mouse,386.0,246.0,6.03,102.0,551.0,8.31999,498.0,301.0,5.75999,256.0,204.0,5.62999,106.0,271.0,6.50999,-1,-1,-1,304.0,871.0,14.06,547.0,861.0,8.45999,488.0,927.0,11.16,222.0,820.0,12.46,-1,-1,-1,-1,-1,-1
20121120-070031550,Mouse,520.0,254.0,7.09,391.0,237.0,5.82999,265.0,232.0,6.35999,150.0,352.0,6.25,159.0,567.0,8.65999,610.0,814.0,31.38,335.0,833.0,16.29,432.0,861.0,13.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070032212,Mouse,426.0,227.0,6.31999,553.0,262.0,6.10999,298.0,190.0,5.81999,140.0,248.0,6.23,124.0,527.0,8.39,525.0,893.0,14.0,264.0,794.0,13.37,347.0,834.0,15.02,586.0,800.0,16.09,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070032945,Mouse,131.0,561.0,9.18999,571.0,340.0,5.70999,323.0,375.0,5.67,451.0,416.0,6.21999,144.0,275.0,6.45,275.0,843.0,15.15,550.0,928.0,12.09,352.0,888.0,12.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070033929,Mouse,435.0,297.0,5.81999,561.0,263.0,5.84999,110.0,498.0,9.14999,124.0,216.0,6.56,305.0,266.0,5.03,292.0,795.0,17.92,547.0,853.0,14.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070034812,Mouse,513.0,253.0,7.12,246.0,247.0,6.0,377.0,239.0,6.34999,114.0,385.0,6.12999,134.0,594.0,7.42999,578.0,824.0,18.71,350.0,869.0,10.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070035762,Mouse,595.0,313.0,5.34999,492.0,272.0,5.95,184.0,485.0,8.29999,368.0,235.0,6.12,187.0,213.0,6.64999,343.0,786.0,16.75,582.0,853.0,12.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070036696,Mouse,538.0,253.0,5.84,135.0,552.0,8.07999,265.0,213.0,6.2,94.0,289.0,6.46999,404.0,221.0,6.31,573.0,784.0,8.12999,-1,-1,-1,-1,-1,-1,317.0,840.0,15.41,537.0,898.0,13.47,-1,-1,-1,-1,-1,-1
20121120-070037629,Mouse,673.0,282.0,5.90999,270.0,217.0,6.32999,559.0,241.0,6.23999,435.0,192.0,6.06,260.0,479.0,8.29999,383.0,781.0,14.62,625.0,860.0,12.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070038462,Mouse,605.0,353.0,5.29999,177.0,483.0,9.06,382.0,249.0,5.25,219.0,230.0,6.29999,505.0,299.0,6.07999,336.0,796.0,18.63,583.0,879.0,15.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070039379,Mouse,615.0,245.0,6.32999,488.0,199.0,6.00999,188.0,525.0,7.98,356.0,185.0,5.89999,192.0,234.0,6.48999,370.0,818.0,15.15,597.0,845.0,20.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070040246,Mouse,187.0,597.0,7.14,122.0,265.0,6.71999,296.0,166.0,6.45,600.0,228.0,6.5,444.0,178.0,6.5,615.0,776.0,19.17,576.0,890.0,10.79,389.0,854.0,9.65999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070041162,Mouse,626.0,244.0,8.25999,473.0,183.0,6.78999,162.0,256.0,6.57999,334.0,159.0,5.78,128.0,579.0,13.92,-1,-1,-1,375.0,830.0,17.82,-1,-1,-1,653.0,769.0,22.33,604.0,883.0,8.23999,-1,-1,-1,-1,-1,-1
20121120-070042079,Mouse,634.0,251.0,8.45999,338.0,155.0,5.79999,476.0,182.0,6.98,125.0,581.0,14.34,153.0,256.0,6.54999,391.0,843.0,13.01,314.0,791.0,9.73,644.0,733.0,12.91,616.0,863.0,12.85,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070042963,Mouse,128.0,536.0,13.69,223.0,213.0,6.68999,427.0,154.0,6.5,547.0,203.0,6.46999,704.0,300.0,8.73,-1,-1,-1,-1,-1,-1,578.0,869.0,26.69,-1,-1,-1,317.0,817.0,17.66,-1,-1,-1,-1,-1,-1
20121120-070043782,Mouse,464.0,179.0,6.92,629.0,261.0,8.93999,336.0,141.0,5.65999,143.0,226.0,6.23999,101.0,539.0,14.02,280.0,786.0,15.24,560.0,864.0,17.46,365.0,835.0,11.25,-1,-1,-1,593.0,718.0,10.1,-1,-1,-1,-1,-1,-1
20121120-070044598,Mouse,439.0,241.0,6.25999,591.0,303.0,7.42999,132.0,625.0,14.51,300.0,220.0,5.73,121.0,328.0,6.09,378.0,886.0,15.81,297.0,838.0,9.04999,631.0,750.0,12.73,663.0,901.0,10.34,596.0,961.0,8.75999,-1,-1,-1,-1,-1,-1
20121120-070045364,Mouse,669.0,278.0,9.34,181.0,221.0,6.10999,372.0,146.0,6.42999,115.0,543.0,14.04,495.0,188.0,6.57999,-1,-1,-1,-1,-1,-1,301.0,802.0,18.88,572.0,860.0,31.98,-1,-1,-1,396.0,836.0,8.37999,-1,-1,-1
20121120-070046179,Mouse,177.0,536.0,9.34999,491.0,238.0,6.07999,630.0,312.0,7.45,367.0,191.0,6.35999,179.0,266.0,6.48,318.0,840.0,18.14,560.0,913.0,20.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070046949,Mouse,188.0,529.0,7.87,643.0,256.0,8.25,163.0,227.0,6.68999,352.0,149.0,6.23,481.0,185.0,6.78999,335.0,819.0,18.44,568.0,847.0,26.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070047783,Mouse,389.0,168.0,5.87999,396.0,858.0,9.2,678.0,268.0,9.18999,507.0,198.0,6.31,201.0,223.0,5.92,136.0,524.0,14.61,582.0,863.0,25.57,314.0,785.0,18.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070048580,Mouse,673.0,236.0,8.17999,393.0,160.0,6.10999,508.0,188.0,6.04999,211.0,213.0,6.20999,339.0,750.0,18.32,122.0,494.0,14.87,578.0,830.0,29.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070049332,Mouse,607.0,223.0,7.48,459.0,183.0,6.12999,-1,-1,-1,329.0,165.0,5.37,153.0,258.0,6.17,124.0,541.0,14.74,634.0,661.0,9.65999,303.0,744.0,13.65,595.0,880.0,10.66,670.0,799.0,10.3,398.0,807.0,16.14,-1,-1,-1
20121120-070050214,Mouse,207.0,229.0,6.17999,117.0,535.0,14.61,318.0,803.0,23.43,407.0,168.0,6.09,526.0,210.0,6.37,698.0,292.0,9.59,551.0,922.0,16.59,615.0,712.0,11.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070051197,Mouse,598.0,234.0,9.10999,432.0,164.0,5.90999,123.0,198.0,6.01999,523.0,806.0,34.03,241.0,745.0,15.56,309.0,130.0,5.81,56.0,504.0,14.59,338.0,795.0,14.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070052030,Mouse,183.0,507.0,14.39,578.0,195.0,6.23999,731.0,271.0,8.90999,367.0,788.0,21.84,461.0,152.0,6.23999,259.0,205.0,6.39999,-1,-1,-1,600.0,905.0,16.19,664.0,698.0,10.99,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070052813,Mouse,623.0,353.0,8.67999,466.0,287.0,6.45,540.0,981.0,14.87,343.0,257.0,6.03,379.0,911.0,13.57,282.0,859.0,15.88,112.0,621.0,14.89,152.0,329.0,6.09999,605.0,776.0,10.46,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070053631,Mouse,127.0,189.0,5.98,450.0,157.0,6.67999,328.0,121.0,6.00999,612.0,229.0,9.31,79.0,490.0,14.64,538.0,786.0,35.88,254.0,738.0,17.4,-1,-1,-1,-1,-1,-1,341.0,785.0,11.87,-1,-1,-1,-1,-1,-1
20121120-070054450,Mouse,712.0,283.0,10.35,561.0,196.0,6.12,226.0,209.0,6.56999,-1,-1,-1,159.0,510.0,15.04,437.0,156.0,6.21999,574.0,920.0,15.2,654.0,689.0,12.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070055348,Mouse,364.0,238.0,6.21999,163.0,303.0,6.35999,535.0,976.0,14.72,108.0,597.0,14.99,635.0,348.0,8.39,485.0,274.0,5.78999,298.0,869.0,22.29,603.0,768.0,11.61,383.0,908.0,7.60999,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070056180,Mouse,640.0,280.0,10.66,356.0,160.0,5.92,479.0,196.0,6.43999,149.0,226.0,6.28999,97.0,533.0,15.08,532.0,911.0,15.87,280.0,791.0,20.4,598.0,687.0,11.24,383.0,840.0,9.81,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070057030,Mouse,502.0,198.0,6.5,668.0,290.0,11.27,169.0,230.0,6.37999,381.0,162.0,5.87,116.0,541.0,14.96,615.0,694.0,11.73,-1,-1,-1,552.0,910.0,15.77,306.0,798.0,21.42,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070057830,Mouse,389.0,174.0,6.03,680.0,300.0,11.45,509.0,211.0,6.32999,180.0,239.0,6.37,-1,-1,-1,318.0,813.0,21.99,624.0,710.0,11.7,561.0,927.0,15.18,124.0,552.0,14.97,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070058764,Mouse,498.0,217.0,6.79999,119.0,560.0,15.01,674.0,305.0,11.22,556.0,936.0,15.59,377.0,183.0,6.17,172.0,251.0,6.12,299.0,816.0,18.81,616.0,722.0,11.91,392.0,858.0,10.77,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070059680,Mouse,323.0,175.0,5.75,406.0,847.0,16.37,627.0,259.0,11.26,126.0,274.0,6.50999,631.0,673.0,13.1,455.0,188.0,6.48,131.0,582.0,14.09,292.0,783.0,14.09,-1,-1,-1,585.0,925.0,13.3,-1,-1,-1,-1,-1,-1
20121120-070100564,Mouse,753.0,293.0,9.06999,285.0,198.0,6.26999,592.0,204.0,6.51999,469.0,159.0,6.42999,659.0,738.0,11.68,165.0,529.0,14.62,610.0,879.0,30.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070101414,Mouse,649.0,300.0,11.45,476.0,205.0,6.73999,368.0,856.0,10.11,352.0,169.0,5.89,79.0,572.0,14.56,159.0,232.0,6.60999,522.0,943.0,12.69,-1,-1,-1,584.0,724.0,11.66,275.0,825.0,19.85,-1,-1,-1,-1,-1,-1
20121120-070104697,Pen,264.0,456.0,5.5,173.0,432.0,5.50999,211.0,490.0,7.54999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070105347,Pen,479.0,533.0,5.95999,394.0,498.0,6.09999,420.0,563.0,7.18999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070105966,Pen,145.0,788.0,5.5,237.0,810.0,6.00999,182.0,847.0,7.00999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070106797,Pen,265.0,493.0,7.14999,175.0,460.0,5.79999,205.0,525.0,7.26999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070107664,Pen,513.0,313.0,7.48999,576.0,290.0,6.56,495.0,244.0,6.65999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070108547,Pen,477.0,655.0,6.28,563.0,693.0,5.54999,504.0,723.0,7.45999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070109381,Pen,221.0,302.0,7.23999,279.0,268.0,5.67,192.0,231.0,6.07999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070110181,Pen,192.0,681.0,6.03999,98.0,653.0,5.78,137.0,720.0,6.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070110914,Pen,279.0,757.0,5.65999,316.0,825.0,7.07999,372.0,787.0,6.03999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070111731,Pen,346.0,386.0,7.06,406.0,351.0,5.28,314.0,317.0,6.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070112531,Pen,615.0,286.0,7.28999,591.0,215.0,5.62,677.0,260.0,6.01999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070113265,Pen,488.0,567.0,5.75,577.0,606.0,6.56,518.0,640.0,6.15999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070113897,Pen,212.0,733.0,7.62999,252.0,671.0,5.48,153.0,640.0,6.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070114631,Pen,189.0,365.0,6.06999,95.0,343.0,5.98999,153.0,471.0,7.60999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070115315,Pen,330.0,221.0,5.85999,376.0,354.0,7.7,422.0,261.0,6.03999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070115981,Pen,479.0,228.0,6.17999,529.0,339.0,7.46999,573.0,290.0,5.90999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070116581,Pen,417.0,543.0,11.57,332.0,477.0,6.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070117098,Pen,286.0,693.0,5.92,275.0,751.0,9.26999,179.0,699.0,6.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070117748,Pen,248.0,496.0,8.23,155.0,450.0,6.31,264.0,439.0,5.82999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070118265,Pen,220.0,231.0,6.50999,110.0,211.0,6.53999,189.0,281.0,8.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070118898,Pen,128.0,485.0,6.37999,197.0,566.0,11.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070119515,Pen,235.0,762.0,6.17,192.0,802.0,8.81,135.0,711.0,6.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070120148,Pen,379.0,653.0,6.12999,473.0,714.0,6.64,425.0,746.0,7.29999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070120714,Pen,512.0,362.0,6.65999,604.0,427.0,6.37,553.0,459.0,7.39999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070121415,Pen,323.0,185.0,6.20999,372.0,278.0,8.0,416.0,240.0,6.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070122088,Pen,506.0,233.0,6.62,581.0,258.0,4.60999,537.0,283.0,6.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070122798,Pen,319.0,369.0,4.39999,245.0,342.0,6.12,277.0,396.0,6.23999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070123367,Pen,173.0,667.0,10.15,120.0,621.0,5.90999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070123932,Pen,194.0,838.0,10.33,139.0,792.0,6.07999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070124534,Pen,385.0,764.0,5.75999,437.0,811.0,10.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070125149,Pen,595.0,572.0,7.5,550.0,591.0,8.39,529.0,524.0,6.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070125767,Pen,563.0,383.0,10.59,516.0,327.0,5.85999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070126401,Pen,555.0,237.0,5.56,474.0,194.0,6.46999,508.0,257.0,7.95999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070127065,Pen,219.0,256.0,6.40999,272.0,310.0,10.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070127648,Pen,146.0,554.0,8.67,95.0,497.0,6.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070128201,Pen,141.0,740.0,11.0,82.0,692.0,6.18999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070128766,Pen,157.0,864.0,11.22,100.0,812.0,5.79999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070129350,Pen,379.0,786.0,5.82999,432.0,841.0,10.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070129884,Pen,543.0,794.0,5.89999,594.0,857.0,10.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070130416,Pen,529.0,502.0,6.14,600.0,549.0,7.29999,556.0,574.0,9.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070130947,Pen,395.0,306.0,7.23999,469.0,344.0,6.23,430.0,376.0,8.45999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070131433,Pen,202.0,623.0,6.93999,161.0,561.0,6.42999,241.0,591.0,6.21999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070132198,Pen,318.0,672.0,6.26999,365.0,740.0,8.50999,398.0,702.0,6.59999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070132781,Pen,140.0,844.0,6.37999,168.0,796.0,7.51999,92.0,778.0,6.17999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070133634,Pen,175.0,385.0,11.26,116.0,339.0,6.12999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20121120-070134118,Pen,464.0,235.0,5.42999,424.0,271.0,7.78999,378.0,208.0,6.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
